"","station_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97"
"1","STA-BETR731_observed",21.5,22.9791666666667,14.3125,32.2708333333333,21.7916666666667,31.8333333333333,36.375,63.1875,28.3333333333333,7.29166666666667,12.8333333333333,16.2708333333333,28.2083333333333,28.625,27.0208333333333,8.58333333333333,7.66666666666667,6.10416666666667,5.89583333333333,6.54166666666667,11.2291666666667,9.5,5.75,8.10416666666667,14.875,12.0416666666667,14.2708333333333,29.8125,44.0833333333333,16.5208333333333,10.7916666666667,7.97916666666667,9.16666666666667,13.7083333333333,32.4375,38.125,39.8125,8.83333333333333,12.9583333333333,14.3958333333333,9.75,4.02083333333333,8.45833333333333,21.1666666666667,15.3958333333333,16.1875,3.91666666666667,8.22916666666667,12.5625,14.5208333333333,9.625,8.72916666666667,8.625,15.25,25.2708333333333,50.1458333333333,31.7708333333333,12.4375,14,12.1458333333333,10.4375,16.8125,19.4583333333333,24.3958333333333,12.5,16.9583333333333,17.4166666666667,9.29166666666667,15.375,5.75,6.20833333333333,9.20833333333333,9.8125,9.8125,7.66666666666667,6.41666666666667,9.625,9.375,12.5,19.6666666666667,14.9166666666667,7.14583333333333,9.8125,7.0625,6.10416666666667,11.9791666666667,8.70833333333333,5.95833333333333,4.85416666666667,3.22916666666667,6.375,7.47916666666667,11.6666666666667,13.4166666666667,13.5625,19.0416666666667,15.0454545454545
"2","STA-BETR801_observed",21.7916666666667,26.9166666666667,12.7916666666667,22.7708333333333,22.2916666666667,30.4791666666667,32.3541666666667,64.4166666666667,37.6770833333333,8.14583333333333,14.5208333333333,15.5208333333333,33.2708333333333,27.7708333333333,27.25,9.33333333333333,8.3125,5.89583333333333,6.625,8.1875,10.1458333333333,8.1875,9,7.625,12.8958333333333,13.625,11.4583333333333,30.3125,41.7916666666667,21.7083333333333,13.6458333333333,7.5,9.54166666666667,14.2708333333333,25.1666666666667,30.8333333333333,28.5208333333333,9.5625,12.9791666666667,16.7291666666667,11.3541666666667,4.08333333333333,7.83333333333333,20.4791666666667,15.6875,12.0416666666667,4.04166666666667,6.72916666666667,8.625,13.1666666666667,8.22916666666667,7.14583333333333,7.79166666666667,20.4375,27.6458333333333,45.3333333333333,25.2083333333333,11.3125,50.5625,8.91666666666667,8.4375,9.97916666666667,14.0833333333333,22.7916666666667,14.6458333333333,17.2916666666667,17.2291666666667,7.95833333333333,13.8125,5.52083333333333,6.54166666666667,9.0625,10.7916666666667,9.875,7.1875,5.85416666666667,9.5,8.77083333333333,11.4375,14.2083333333333,12.9375,6.89583333333333,7.83333333333333,9.625,7.04166666666667,13,7.16666666666667,5.66666666666667,4.8125,2.875,6,7.54166666666667,10.4791666666667,10.6458333333333,10.4583333333333,11.75,12.2954545454545
"3","STA-BETR805_observed",21.3541666666667,27.1666666666667,14.125,23.1458333333333,22.75,31.6041666666667,34.5,66,40.1041666666667,8.72916666666667,14.5625,15.7083333333333,34.3541666666667,28.2916666666667,27.5416666666667,9.125,7.89583333333333,5.625,6.625,8.6875,10.5,9.16666666666667,9.58333333333333,8.91666666666667,13.5416666666667,14.0416666666667,12.0833333333333,30.3333333333333,41.7708333333333,21.3541666666667,13.25,7.39583333333333,9.08333333333333,13.7291666666667,26.8333333333333,32.7291666666667,29.2291666666667,9.58333333333333,12.375,16.5416666666667,11.1875,4.20833333333333,8.0625,20.875,16.6041666666667,12.4375,4.33333333333333,7.58333333333333,9.41666666666667,13.8125,8.95833333333333,7.8125,7.875,20.7916666666667,29.1875,46.7916666666667,25.375,11.6458333333333,55.0416666666667,9.27083333333333,8.83333333333333,10.6875,15.0208333333333,23.9166666666667,15.3958333333333,18.3541666666667,17.7291666666667,8.375,14.2708333333333,5.8125,9.25,9.47916666666667,11.1458333333333,10.2708333333333,7.58333333333333,5.89583333333333,9.97916666666667,9.3125,12.1458333333333,14.875,13.0416666666667,7.125,8.20833333333333,9.75,7.33333333333333,13.1458333333333,7.25,5.64583333333333,4.95833333333333,2.97916666666667,6.20833333333333,7.8125,11.0625,11.5625,11.0833333333333,12.375,13.2727272727273
"4","STA-BETR802_observed",19.875,24.6458333333333,11.4583333333333,20.3125,20.2083333333333,27.4583333333333,31.8333333333333,61.15625,35.53125,7.66666666666667,13.7291666666667,14.8333333333333,31.2708333333333,26.3125,25.75,9.02083333333333,8.08333333333333,5.54166666666667,6.27083333333333,7.6875,9.75,7.75,8.39583333333333,7.16666666666667,12.3125,12.6666666666667,10.9583333333333,29.4166666666667,39.2291666666667,20.9583333333333,13.1041666666667,7.0625,9.0625,13.875,24.7708333333333,29.9791666666667,27.1041666666667,8.91666666666667,12.1041666666667,15.7708333333333,10.5416666666667,4,7.39583333333333,19.7083333333333,14.8333333333333,11.3541666666667,3.70833333333333,6.33333333333333,8.27083333333333,12.6041666666667,7.72916666666667,6.70833333333333,7.125,19.1458333333333,25.8541666666667,42.1458333333333,23.375,10.5416666666667,48.8541666666667,8.27083333333333,7.83333333333333,9.375,13.4375,21.6875,13.625,16.1041666666667,16.1041666666667,7.41666666666667,13.1875,5.1875,6.25,8.60416666666667,10.2083333333333,9.3125,6.875,5.52083333333333,8.97916666666667,8.35416666666667,10.5625,13.1458333333333,11.8541666666667,6.41666666666667,7.22916666666667,9.08333333333333,6.54166666666667,12.1041666666667,6.79166666666667,5.3125,4.58333333333333,2.70833333333333,5.54166666666667,6.95833333333333,9.5,10.2916666666667,9.8125,10.8958333333333,11.8409090909091
"5","STA-BETR750_observed",22.4583333333333,21.7083333333333,12.625,21.7708333333333,16.4583333333333,29.9166666666667,35.4791666666667,50.5208333333333,28.6666666666667,14.1666666666667,16.1666666666667,15.0625,25.3958333333333,26.2708333333333,33.9375,10.2291666666667,8.04166666666667,7.625,5.20833333333333,7,9.91666666666667,8.64583333333333,5.79166666666667,6.5625,12.6666666666667,11.625,13.4583333333333,26.1875,34.9791666666667,15.3333333333333,12.3541666666667,6.54166666666667,8.45833333333333,11.125,23.5208333333333,27.7916666666667,33.7291666666667,7.64583333333333,12,11.9375,9.22916666666667,3.91666666666667,6.77083333333333,17.125,11.2291666666667,13.3958333333333,4.22916666666667,6.14583333333333,8.4375,11.4375,7.9375,7.1875,7.125,13.125,22.1875,44.0416666666667,28.5,9.375,10.2083333333333,8.14583333333333,7.3125,8.10416666666667,13.8958333333333,19.480175,10.3541666666667,13.4791666666667,13.4791666666667,6.89583333333333,15.7916666666667,5.83333333333333,5.20833333333333,7.79166666666667,10.5,11.0416666666667,7.47916666666667,6.33333333333333,9.02083333333333,7.66666666666667,8.8125,14.5208333333333,12.125,7.375,11.1666666666667,6.5,6,11.7708333333333,10.3958333333333,5.02083333333333,5.125,4.29166666666667,5.14583333333333,6.41666666666667,9.0625,10.3958333333333,10.4375,13.0625,10.3863636363636
"6","STA-BETN052_observed",22,23.9791666666667,16.7708333333333,35,25.6458333333333,40,40.2083333333333,53.7916666666667,27.4166666666667,11.5416666666667,19,20.6875,29.1666666666667,27.9166666666667,26.9583333333333,9.14583333333333,8.9375,6.20833333333333,6.1875,7.375,13.1875,10.5416666666667,6.9375,9.75,16.1875,13.3125,17.6666666666667,30.2291666666667,38.2291666666667,15.9791666666667,9.625,8.10416666666667,9.29166666666667,14.0208333333333,23.9583333333333,30.1458333333333,38.5208333333333,11.0833333333333,13.9583333333333,16.8333333333333,11.1458333333333,5.22916666666667,7.625,20.0416666666667,19.8333333333333,20.1458333333333,5.10416666666667,11.4375,15.2083333333333,14.8541666666667,11.8541666666667,12.5833333333333,9.60416666666667,14.8958333333333,27.6041666666667,55.1875,36.3958333333333,13.1041666666667,16.4791666666667,11.9375,11.0416666666667,12.3125,22.1875,25.5416666666667,13.5833333333333,20.9791666666667,18.5,8.70833333333333,13.8958333333333,6.16666666666667,6.14583333333333,8.1875,11.125,8.85416666666667,7.375,4.22916666666667,8.16666666666667,7.5,9.02083333333333,16.9583333333333,15.9791666666667,5.97916666666667,9.72916666666667,7.3125,5.85416666666667,9.89583333333333,7.33333333333333,4.5625,4.375,2.54166666666667,6.08333333333333,8.10416666666667,14.1458333333333,14.5625,16.5416666666667,20.125,12.6818181818182
"7","STA-BETM705_observed",17.6041666666667,18.3958333333333,15.5625,21.7708333333333,19.7916666666667,30.4166666666667,37.1666666666667,53.4583333333333,20,7.97916666666667,11.9375,16.1666666666667,21.1458333333333,24.2708333333333,24.5833333333333,8.70833333333333,7,5.5,4.85416666666667,6.1875,11.6666666666667,9.16666666666667,5,8.70833333333333,12.3125,11.4583333333333,18.375,27.8333333333333,33.3333333333333,13.5416666666667,7.02083333333333,6.64583333333333,7.22916666666667,11.875,31.75,43.7291666666667,37.5,9.02083333333333,10.7916666666667,12.1041666666667,9.08333333333333,4.10416666666667,6.3125,14.9791666666667,14.5833333333333,14.1041666666667,3.25,9.95833333333333,12.9166666666667,12.1041666666667,8.04166666666667,9.64583333333333,6.70833333333333,11.625,22.1458333333333,45.625,26.6666666666667,12.125,12.9583333333333,9.97916666666667,8.4375,9.58333333333333,18.5208333333333,20.5208333333333,11.3125,18.2291666666667,15.8958333333333,8.41666666666667,13.75,5.60416666666667,5.1875,7.1875,10.1041666666667,8.33333333333333,6.95833333333333,4.6875,8.3125,7.27083333333333,8.83333333333333,16.25,13.75,5.60416666666667,8.9375,5.875,5.91666666666667,9.47916666666667,6.72916666666667,4.60416666666667,3.875,2.64583333333333,5.70833333333333,7.20833333333333,12.0833333333333,15.6875,14.3541666666667,19.375,12.0019363636364
"8","STA-BETN043_observed",17.2399375,20.6363875,10.5270833333333,18.7958333333333,20.7479166666667,29.4458333333333,28.0354166666667,36.1875,25.98125,9.69453333333333,21.175,18.4333333333333,21.7875,24.05,20.0520833333333,7.16580833333333,4.96041666666667,4.02095833333333,4.9347,5.01825833333333,7.92291666666667,8.07291666666667,6.40416666666667,7.5,12.4604166666667,9.44166666666667,7.26458333333333,20.3645833333333,28.93125,18.5625,10.25,4.8744125,7.07708333333333,13.6625,19.6354166666667,20.1770833333333,22.0979166666667,7.31458333333333,6.98125,10.4083333333333,9.5006,3.51212083333333,5.20805416666667,14.50625,12.8479166666667,13.5958333333333,5.50626666666667,8.03738333333333,11.5395833333333,13.5854166666667,8.81644166666667,9.62291666666667,9.56041666666667,15.8,25.85,38.8270833333333,23.21875,7.91666666666667,8.47083333333333,8.19583333333333,5.75009166666667,10.3041666666667,12.7875,20.24375,13.9729166666667,14.6125,15.6541666666667,9.82083333333333,10.7166666666667,11.2064875,5.725,7.82291666666667,9.10208333333333,7.4325,8.29123333333333,5.91609583333333,9.17053333333333,6.46041666666667,7.64363333333333,10.9291666666667,9.7687,4.666975,6.3145625,7.49583333333333,6.12291666666667,8.83931666666667,5.0692625,4.22687916666667,4.10899583333333,3.52814166666667,5.37027083333333,5.3625,9.28541666666667,13.68125,9.8968875,10.298225,13.2068181818182
"9","STA-BETR701_observed",20.3958333333333,23.1041666666667,13,29.5833333333333,19.9375,30.8958333333333,36.1666666666667,65.9375,32.0520833333333,6.97916666666667,11.375,13.7291666666667,28.0625,24.4791666666667,23.625,8.54166666666667,7.64583333333333,5.79166666666667,5.33333333333333,6.6875,10.5,9.875,6.58333333333333,8.10416666666667,14.6666666666667,12.1875,13.5,26.7708333333333,35.75,15.1666666666667,9.16666666666667,7.6875,8.16666666666667,12.5833333333333,27.2916666666667,31.7083333333333,41.7291666666667,11.6458333333333,14.0416666666667,13.6458333333333,9.875,4.52083333333333,7.5,17.8125,15.4791666666667,14.1666666666667,4.4375,6.72916666666667,12.3958333333333,14.0208333333333,8.91666666666667,11,10.5208333333333,13.5833333333333,27.0208333333333,45.9375,33.5625,16.8541666666667,14.6458333333333,10.3125,9.54166666666667,15.2291666666667,20.2083333333333,25.2291666666667,10.5625,16.6666666666667,15.5416666666667,8.25,13.3958333333333,4.8125,5.89583333333333,7.875,8.5625,7.89583333333333,6.52083333333333,5.9375,6.89583333333333,7.52083333333333,9.0625,15.4791666666667,14.2291666666667,6.14583333333333,7.9375,6.95833333333333,5.6875,10.0625,7.4375,5,4.4375,2.47916666666667,5.54166666666667,7.35416666666667,12.6666666666667,13.4166666666667,13.8541666666667,13.3958333333333,13.7954545454545
"10","STA-BETR803_observed",20.6875,25.6041666666667,12.0833333333333,20.2083333333333,20.0416666666667,28.1041666666667,30.7708333333333,60.9791666666667,33.9791666666667,7.60416666666667,13.2083333333333,15.125,32.25,24.6458333333333,25.8958333333333,9.14583333333333,8.5625,5.70833333333333,6.66666666666667,8.8125,9.39583333333333,8.47916666666667,8.02083333333333,7.22916666666667,12.0208333333333,12.5208333333333,10.6875,29.1041666666667,39.7291666666667,20.0208333333333,12.3125,8.64583333333333,9.54166666666667,14.4166666666667,24.9583333333333,32.6041666666667,28.1875,9.14583333333333,12.1041666666667,15.3333333333333,11.3333333333333,3.83333333333333,7.1875,20.5208333333333,15.2916666666667,10.75,3.45833333333333,6.25,7.875,12.5833333333333,7.9375,6.89583333333333,7.14583333333333,19.6666666666667,25.9375,43.4375,25.25,10.8541666666667,47.6666666666667,8.64583333333333,8.25,9.5625,14.3958333333333,22.7708333333333,13.5833333333333,15.5833333333333,15.6666666666667,7.47916666666667,13.2708333333333,5.66666666666667,6.27083333333333,8.58333333333333,10.0208333333333,9.8125,7.10416666666667,5.5,8.875,8.27083333333333,10.5625,13.4791666666667,12.3541666666667,6.70833333333333,7.33333333333333,8.77083333333333,6.4375,11.8958333333333,7.25,4.83333333333333,5.04166666666667,2.79166666666667,5.625,6.95833333333333,8.875,10.25,10.0208333333333,11.375,12.5681818181818
